"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","register","test_addOrUpCurBact","0","1","0","0","0"
"","register","test_getAdultCurbactList","0","0","1","0","0"
"","register","test_findParam","0","0","1","0","0"
"","register","test_initCanSelInfo","0","0","1","0","0"
